County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,BrightDrop EV600,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,GMC Sierra EV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lexus TX 500h,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Mercedes S580e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,VinFast VF 8,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Xos MDXT,Xos SV,Grand Total
Terry,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,20.0
Throckmorton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Titus,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,2.0,5.0,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,3.0,15.0,5.0,1.0,8.0,,,,,3.0,,,,1.0,,,,,,,,1.0,1.0,,,,66.0
Tom Green,,,,,,,1.0,,,,1.0,,1.0,1.0,2.0,2.0,,3.0,,1.0,1.0,1.0,,,2.0,,,,,,,,20.0,2.0,7.0,7.0,,,9.0,6.0,,1.0,,,3.0,,,2.0,,1.0,7.0,1.0,5.0,19.0,,,,,1.0,2.0,,,,,,,,4.0,1.0,,,1.0,,,,,,,,,3.0,20.0,,5.0,2.0,5.0,2.0,,2.0,,3.0,,,,,2.0,2.0,,1.0,10.0,,,,,1.0,,,,,,,,,,,,,,,,,3.0,13.0,,,,,,4.0,,,1.0,,4.0,2.0,,,1.0,,,,,1.0,60.0,11.0,6.0,33.0,,,,,8.0,,9.0,,2.0,1.0,,1.0,,,,,,3.0,,,,336.0
Travis,51.0,68.0,2.0,1.0,15.0,92.0,171.0,3.0,105.0,4.0,199.0,66.0,52.0,211.0,196.0,12.0,84.0,446.0,13.0,175.0,177.0,334.0,60.0,27.0,42.0,162.0,,,,,,13.0,180.0,37.0,379.0,906.0,18.0,16.0,686.0,437.0,,3.0,,1.0,98.0,6.0,27.0,150.0,56.0,153.0,358.0,35.0,220.0,1090.0,,,,15.0,20.0,33.0,,23.0,17.0,13.0,,,,156.0,754.0,142.0,10.0,30.0,95.0,8.0,5.0,11.0,3.0,,36.0,51.0,336.0,667.0,3.0,214.0,88.0,139.0,170.0,3.0,47.0,22.0,45.0,24.0,36.0,38.0,1.0,38.0,14.0,,79.0,92.0,1.0,2.0,6.0,5.0,53.0,35.0,53.0,134.0,2.0,21.0,41.0,5.0,3.0,,5.0,,61.0,123.0,99.0,13.0,20.0,107.0,899.0,,,2.0,272.0,,137.0,46.0,,327.0,,627.0,369.0,3.0,,11.0,1.0,,23.0,42.0,422.0,8793.0,2247.0,1456.0,9135.0,7.0,,65.0,72.0,422.0,4.0,338.0,,484.0,59.0,64.0,43.0,5.0,,21.0,140.0,300.0,458.0,,,,39198.0
Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,20.0
Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,18.0
Upshur,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,6.0,4.0,,,,,,,,2.0,,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,,1.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,22.0,3.0,1.0,8.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,82.0
Upton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Uvalde,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,2.0,,,,,,,,,,,1.0,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,9.0,5.0,1.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,40.0
Val Verde,,1.0,,,,,1.0,,,,,,,3.0,,,1.0,2.0,,,2.0,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,2.0,3.0,,,,,,,,2.0,6.0,1.0,2.0,,2.0,5.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,10.0,9.0,,,,1.0,1.0,,,,,,,1.0,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,3.0,,,,,,1.0,,,1.0,,,2.0,,,,,,,2.0,,22.0,5.0,1.0,13.0,2.0,,1.0,,7.0,,3.0,,,,,2.0,,,,,1.0,,,,,135.0
Van Zandt,,,,,,,1.0,,,,,,,2.0,1.0,,,1.0,,,3.0,1.0,,,,,,,,,,,2.0,1.0,,6.0,,,8.0,5.0,,,,,1.0,,1.0,5.0,,2.0,4.0,,3.0,11.0,,,,1.0,2.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,2.0,10.0,,1.0,,2.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,6.0,,,,,,,,,2.0,,2.0,3.0,,,2.0,,,,,3.0,39.0,6.0,2.0,28.0,,,,,3.0,,,,,,,,,,,,,,,,,181.0
Victoria,,1.0,,,,,,,1.0,,,,,1.0,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,2.0,1.0,,4.0,,,5.0,3.0,,,,,1.0,1.0,1.0,1.0,,1.0,6.0,,3.0,6.0,,,,,,2.0,,,1.0,,,,,2.0,1.0,2.0,,1.0,2.0,,,,,,,,1.0,10.0,,5.0,,,,,,,,,1.0,,,2.0,,,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,2.0,,,,5.0,,,,,,,,,2.0,,1.0,,,,1.0,,,,1.0,7.0,46.0,15.0,5.0,46.0,,,6.0,1.0,4.0,,4.0,,1.0,1.0,,,,,,,,2.0,,,,227.0
Walker,,2.0,,,,,,,,,,,,2.0,1.0,,,1.0,,,,3.0,,,1.0,,,,,,,,4.0,,1.0,2.0,,,3.0,4.0,,,,,1.0,,,1.0,,,5.0,,2.0,3.0,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,7.0,9.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,1.0,8.0,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,30.0,7.0,3.0,20.0,,,,2.0,1.0,,1.0,,5.0,,,1.0,,,,1.0,,1.0,,,,148.0
Waller,,,,,1.0,2.0,2.0,,1.0,,4.0,3.0,1.0,3.0,1.0,,,4.0,,1.0,1.0,3.0,,,1.0,5.0,,,,,,,1.0,2.0,2.0,15.0,1.0,,7.0,11.0,,,,,1.0,,,1.0,1.0,3.0,4.0,,6.0,14.0,,,,,3.0,3.0,,,2.0,,,,,5.0,8.0,5.0,,,2.0,,2.0,,,,,,3.0,9.0,,1.0,,1.0,2.0,,1.0,1.0,,,,2.0,,1.0,1.0,,1.0,2.0,,,1.0,,,,1.0,2.0,1.0,,1.0,,,,1.0,,,1.0,,,,4.0,5.0,,,,2.0,,2.0,2.0,,3.0,,6.0,3.0,,,,,,,1.0,6.0,108.0,25.0,14.0,152.0,,,1.0,,5.0,,3.0,,10.0,1.0,2.0,,,,,,,3.0,,,,523.0
Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,6.0,,,,,,,,,,,,,,,,,,,,,,14.0
Washington,,,,,,,,,,,,,,1.0,1.0,,,2.0,,1.0,,,,,2.0,1.0,,,,,,,,3.0,1.0,2.0,,,2.0,2.0,,,,,,,,3.0,,,2.0,,3.0,12.0,,,,,,,,,,,,,,,4.0,2.0,,1.0,,,1.0,,,,,,,3.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,2.0,35.0,5.0,5.0,27.0,,,,1.0,1.0,,2.0,,2.0,,,,,,,,1.0,2.0,,,,144.0
Webb,1.0,,,,1.0,2.0,4.0,,1.0,,,2.0,1.0,7.0,6.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,,,,,,10.0,,5.0,5.0,,1.0,9.0,8.0,,1.0,,,1.0,,,2.0,1.0,9.0,17.0,,3.0,35.0,,,,,4.0,3.0,,,,,,,,2.0,5.0,2.0,,,1.0,,,,,,,,8.0,26.0,,7.0,1.0,,,2.0,1.0,,,,1.0,1.0,,2.0,,,,9.0,,,,,8.0,4.0,7.0,12.0,,1.0,7.0,,,,,,1.0,,1.0,,,9.0,4.0,,,,,,4.0,,,8.0,,1.0,5.0,,,,,,,,14.0,140.0,21.0,24.0,111.0,,,4.0,,,,4.0,,14.0,,,1.0,,,,2.0,1.0,6.0,,,,651.0
Wharton,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,3.0,1.0,,,,,,,,3.0,,,2.0,,3.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,5.0,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,15.0,5.0,2.0,12.0,,,,,3.0,,,,,,,,,,,,,,,,,75.0
Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0
Wichita,,2.0,,,,,1.0,,,,,,,2.0,4.0,,1.0,8.0,,,,2.0,,,4.0,,,,,,,,2.0,3.0,9.0,6.0,,,13.0,9.0,,,,,2.0,,1.0,4.0,,5.0,8.0,1.0,8.0,14.0,,1.0,,,1.0,,,,,,,,,6.0,3.0,1.0,,1.0,1.0,,,,,,,,,13.0,,4.0,1.0,3.0,,,4.0,,,,1.0,,,1.0,,,,2.0,,,,,2.0,,1.0,4.0,,,,1.0,,,,,,1.0,,,,1.0,6.0,,,,1.0,,,2.0,,2.0,,5.0,2.0,,,,,,1.0,,4.0,69.0,20.0,11.0,58.0,,,1.0,2.0,3.0,,6.0,,1.0,2.0,,1.0,,,,,1.0,2.0,,,,362.0
Wilbarger,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,18.0
Willacy,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,5.0,,,5.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,28.0
Williamson,11.0,14.0,2.0,,6.0,23.0,42.0,,16.0,1.0,52.0,18.0,14.0,77.0,74.0,2.0,24.0,165.0,,43.0,80.0,122.0,14.0,2.0,10.0,63.0,,,,,4.0,5.0,124.0,25.0,152.0,214.0,,8.0,304.0,273.0,,1.0,,,29.0,,12.0,62.0,26.0,45.0,138.0,10.0,113.0,324.0,1.0,,,2.0,6.0,7.0,,1.0,13.0,9.0,,,1.0,82.0,194.0,50.0,11.0,6.0,22.0,9.0,9.0,5.0,,,,11.0,54.0,216.0,,112.0,65.0,64.0,61.0,3.0,18.0,6.0,13.0,1.0,21.0,12.0,,38.0,15.0,,17.0,72.0,2.0,1.0,2.0,5.0,21.0,10.0,31.0,45.0,2.0,12.0,24.0,,2.0,,,,21.0,31.0,34.0,3.0,,99.0,336.0,,,,97.0,,26.0,11.0,,57.0,5.0,157.0,96.0,,,8.0,,,8.0,25.0,135.0,3613.0,616.0,490.0,5856.0,2.0,,57.0,34.0,177.0,1.0,111.0,,274.0,13.0,24.0,14.0,3.0,,6.0,25.0,77.0,116.0,,,1.0,16787.0
Wilson,,1.0,,,,,,,,,1.0,,,2.0,3.0,1.0,,2.0,,,,1.0,1.0,,,2.0,,,,,,1.0,6.0,3.0,1.0,4.0,,1.0,3.0,8.0,,1.0,,,1.0,,,2.0,2.0,,5.0,,3.0,7.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,11.0,,,1.0,2.0,,,1.0,,,1.0,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,1.0,,2.0,,1.0,2.0,,,,,,,,2.0,39.0,5.0,6.0,43.0,,,,,4.0,,,,2.0,,1.0,,,,,1.0,1.0,2.0,,,,202.0
Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0
Wise,1.0,,,,,,1.0,,,,2.0,,,1.0,,,,4.0,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,4.0,2.0,4.0,8.0,,,15.0,3.0,,,,1.0,1.0,,1.0,3.0,1.0,3.0,10.0,,9.0,12.0,,,,1.0,2.0,4.0,,,,,,,1.0,4.0,4.0,2.0,,1.0,3.0,,,,,,,1.0,4.0,9.0,,3.0,1.0,4.0,,,1.0,,1.0,,,1.0,,4.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,9.0,,,,,,,1.0,,2.0,,1.0,3.0,,,,,,,,4.0,65.0,16.0,8.0,29.0,,,1.0,1.0,10.0,,,,7.0,,,,,,,2.0,1.0,4.0,,,,311.0
Wood,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,2.0,3.0,5.0,,,3.0,3.0,,,,,1.0,,,,,,1.0,,2.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,4.0,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,1.0,3.0,,,,,,,,2.0,26.0,8.0,1.0,16.0,,,,1.0,2.0,,3.0,,2.0,,,1.0,,,,,,,,,,108.0
Yoakum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
Young,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,5.0,2.0,2.0,6.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,35.0
Zapata,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0
Zavala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0
Cochran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasscock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMullen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schleicher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,207.0,266.0,43.0,14.0,173.0,722.0,1045.0,22.0,879.0,53.0,1546.0,628.0,489.0,1629.0,1866.0,161.0,385.0,2871.0,165.0,906.0,1118.0,2786.0,509.0,271.0,549.0,1560.0,1.0,18.0,16.0,4.0,65.0,205.0,3025.0,683.0,3058.0,4809.0,265.0,156.0,4878.0,3985.0,1.0,61.0,7.0,26.0,510.0,50.0,273.0,1123.0,685.0,924.0,3509.0,141.0,2362.0,7956.0,2.0,11.0,2.0,109.0,431.0,629.0,2.0,140.0,242.0,132.0,8.0,1.0,21.0,1183.0,3373.0,1161.0,98.0,154.0,741.0,76.0,90.0,84.0,23.0,6.0,52.0,311.0,2970.0,7244.0,41.0,2461.0,893.0,1696.0,732.0,70.0,455.0,156.0,351.0,222.0,327.0,383.0,18.0,778.0,282.0,4.0,801.0,836.0,7.0,6.0,62.0,97.0,984.0,460.0,987.0,1791.0,86.0,186.0,525.0,52.0,70.0,8.0,41.0,1.0,209.0,512.0,774.0,66.0,30.0,1270.0,4774.0,2.0,5.0,8.0,1555.0,12.0,1091.0,532.0,4.0,2461.0,2806.0,3120.0,1903.0,43.0,1.0,184.0,6.0,1.0,85.0,490.0,3006.0,68474.0,16526.0,11381.0,76950.0,43.0,2.0,787.0,521.0,3095.0,24.0,1977.0,10.0,3873.0,248.0,600.0,361.0,86.0,12.0,72.0,1007.0,1457.0,2513.0,2.0,2.0,10.0,309807.0
