County,ACURA ZDX,ALFA ROMEO TONALE,AUDI A3,AUDI A7,AUDI A8,AUDI E-TRON,AUDI E-TRON GT,AUDI E-TRON SPORTBACK,AUDI Q4,AUDI Q5,AUDI Q8,AUDI RS E-TRON GT,BENTLEY BENTAYGA,BENTLEY FLYING SPUR,BMW 330E,BMW 530E,BMW 745E,BMW I3,BMW I4,BMW I5,BMW I7,BMW I8,BMW IX,BMW X3,BMW X5,BMW XM,BRIGHTDROP ZEVO,BYD ELECTRIC TRUCK TRACTOR,CADILLAC CT6,CADILLAC ELR,CADILLAC LYRIQ,CHEVROLET BLAZER EV,CHEVROLET BOLT EUV,CHEVROLET BOLT EV,CHEVROLET EQUINOX EV,CHEVROLET SILVERADO EV,CHEVROLET SPARK,CHEVROLET VOLT,CHRYSLER PACIFICA,CODA CODA,DODGE HORNET,FERRARI 296 GTB,FERRARI 296 GTS,FERRARI SF90 STRADALE,FIAT 500,FIAT 500E,FISKER KARMA,FISKER OCEAN,FORD C-MAX,FORD ESCAPE,FORD F-150,FORD FOCUS,FORD FUSION,FORD MUSTANG MACH-E,FORD RANGER,FORD TRANSIT,FREIGHTLINER ECASCADIA 116” DAY CAB,GEM GEM,GENESIS G80,GENESIS GV60,GENESIS GV70,GILLIG LOW FLOOR BUS,GMC HUMMER EV PICKUP,GMC HUMMER EV SUV,GREENPOWER MOTOR COMPANY INC. EV STAR,HONDA ACCORD,HONDA CLARITY,HONDA PROLOGUE,HYUNDAI IONIQ,HYUNDAI IONIQ 5,HYUNDAI IONIQ 5 N,HYUNDAI IONIQ 6,HYUNDAI KONA ELECTRIC,HYUNDAI SANTA FE,HYUNDAI SONATA,HYUNDAI TUCSON,IC BUS PB10E,INTERNATIONAL MV60E,JAGUAR I-PACE,JEEP GRAND CHEROKEE,JEEP WRANGLER,KARMA REVERO,KIA EV6,KIA EV9,KIA NIRO,KIA OPTIMA,KIA SORENTO,KIA SOUL EV,KIA SPORTAGE,LAND ROVER RANGE ROVER,LEXUS NX,LEXUS RZ,LEXUS TX,LINCOLN AVIATOR,LINCOLN CORSAIR,LION LIONC (V2),LUCID AIR,MAZDA CX-70,MAZDA CX-90,MAZDA MX-30,MCLAREN P1,MERCEDES-BENZ B-CLASS,MERCEDES-BENZ C-CLASS,MERCEDES-BENZ EQB-CLASS,MERCEDES-BENZ EQE-CLASS SEDAN,MERCEDES-BENZ EQE-CLASS SUV,MERCEDES-BENZ EQS-CLASS SEDAN,MERCEDES-BENZ EQS-CLASS SUV,MERCEDES-BENZ ESPRINTER,MERCEDES-BENZ GLC-CLASS,MERCEDES-BENZ GLE-CLASS,MERCEDES-BENZ S-CLASS,MILES ZX50S AD,MINI COUNTRYMAN,MINI HARDTOP,MITSUBISHI I-MIEV,MITSUBISHI OUTLANDER,NEW FLYER XCELSIOR,NISSAN ARIYA,NISSAN LEAF,PETERBILT 220,PETERBILT 579,POLESTAR PS1,POLESTAR PS2,PORSCHE 918,PORSCHE CAYENNE,PORSCHE PANAMERA,PORSCHE TAYCAN,RIVIAN EDV,RIVIAN R1S,RIVIAN R1T,ROLLS ROYCE SPECTRE,SMART EQ FORTWO,SMART FORTWO ELECTRIC DRIVE,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,SUBARU CROSSTREK,SUBARU SOLTERRA,TESLA CYBERTRUCK,TESLA MODEL 3,TESLA MODEL S,TESLA MODEL X,TESLA MODEL Y,TESLA ROADSTER,TESLA SEMI,TOYOTA BZ4X,TOYOTA PRIUS PLUG-IN,TOYOTA PRIUS PRIME,TOYOTA RAV4,TOYOTA RAV4 PRIME,VINFAST VF 8,VOLKSWAGEN E-GOLF,VOLKSWAGEN ID.4,VOLVO C40,VOLVO S60,VOLVO S90,VOLVO TRUCK VNR,VOLVO V60,VOLVO XC40,VOLVO XC60,VOLVO XC90,WHEEGO ELECTRIC CARS WHEEGO,XOS MDXT,XOS SV01,Grand Total
Travis,,20.0,69.0,2.0,1.0,198.0,67.0,48.0,120.0,170.0,90.0,4.0,,,195.0,186.0,12.0,350.0,284.0,42.0,19.0,43.0,157.0,83.0,457.0,10.0,,,,11.0,142.0,12.0,376.0,948.0,1.0,16.0,19.0,721.0,425.0,,2.0,5.0,,1.0,101.0,,6.0,28.0,155.0,146.0,370.0,38.0,227.0,968.0,,60.0,,17.0,23.0,12.0,8.0,,13.0,23.0,,,151.0,1.0,40.0,689.0,3.0,119.0,86.0,5.0,6.0,11.0,3.0,,52.0,355.0,647.0,2.0,172.0,54.0,303.0,3.0,37.0,22.0,36.0,20.0,41.0,46.0,1.0,36.0,14.0,,75.0,,73.0,2.0,1.0,5.0,5.0,52.0,30.0,42.0,131.0,2.0,,19.0,36.0,7.0,,63.0,92.0,14.0,98.0,20.0,105.0,932.0,,,2.0,238.0,,121.0,45.0,327.0,,620.0,352.0,2.0,,13.0,,23.0,31.0,232.0,8348.0,2207.0,1393.0,8181.0,8.0,,42.0,71.0,413.0,4.0,309.0,,59.0,467.0,54.0,39.0,6.0,,17.0,135.0,263.0,402.0,,,,36684.0
Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,2.0,,1.0,,,2.0,,,,,,,,,,,,22.0
Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,16.0
Upshur,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,7.0,3.0,,,,,,,,,,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,1.0,,,,,,,1.0,21.0,2.0,1.0,8.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,78.0
Upton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Uvalde,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,9.0,5.0,1.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,35.0
Val Verde,,,1.0,,,,,,,1.0,,,,,3.0,,,3.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,2.0,,2.0,,2.0,5.0,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,8.0,7.0,,,,2.0,,,,,,,1.0,,2.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,3.0,,,,,,1.0,,1.0,,,2.0,,,,,,1.0,,20.0,6.0,,9.0,2.0,,1.0,,7.0,,1.0,,,,,1.0,,,,,,,,,,114.0
Van Zandt,,,,,,,,,,1.0,,,,,2.0,1.0,,3.0,1.0,,,,,,1.0,,,,,,1.0,,1.0,6.0,,,,8.0,5.0,,,,,,1.0,,,1.0,5.0,3.0,4.0,,4.0,9.0,,,,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,2.0,5.0,,1.0,,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,6.0,,,,,,,,2.0,,2.0,4.0,,,1.0,,,,1.0,36.0,3.0,2.0,24.0,,,,,3.0,,,,,,,,,,,,,,,,,160.0
Victoria,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,2.0,1.0,,3.0,,,,6.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,4.0,,3.0,6.0,,,,,,1.0,,,,2.0,,,1.0,,1.0,1.0,,1.0,2.0,,,,,,,1.0,9.0,,4.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,2.0,,,3.0,,,,,,,,3.0,,1.0,,,,1.0,,,1.0,1.0,47.0,15.0,5.0,42.0,,,5.0,1.0,5.0,,4.0,,1.0,,,,,,,,,2.0,,,,204.0
Walker,,,2.0,,,,,,,,,,,,3.0,1.0,,,3.0,,,,,,,,,,,,1.0,,3.0,1.0,,,,3.0,4.0,,,,,,1.0,,,,1.0,,5.0,,2.0,2.0,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,6.0,7.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,1.0,7.0,,,,,,,1.0,,,2.0,,,,,,,,,27.0,5.0,4.0,19.0,,,,1.0,1.0,,1.0,,,4.0,,1.0,,,,1.0,,1.0,,,,131.0
Waller,,,1.0,,,3.0,2.0,,2.0,1.0,1.0,,,,2.0,1.0,,1.0,2.0,,,1.0,4.0,,5.0,,,,,,1.0,1.0,1.0,14.0,,,,9.0,11.0,,,,,,1.0,,,,1.0,1.0,5.0,,5.0,12.0,,1.0,,,,2.0,,,2.0,2.0,,,5.0,,,8.0,,3.0,1.0,,2.0,,,,,3.0,6.0,,,,4.0,,1.0,1.0,,,,2.0,,2.0,1.0,,1.0,,1.0,,,,,,,1.0,2.0,,,,,,,,1.0,,,,4.0,5.0,,,,2.0,,2.0,2.0,2.0,,4.0,4.0,,,,,,1.0,2.0,101.0,24.0,12.0,134.0,,,1.0,,4.0,,2.0,,1.0,10.0,2.0,,,,,,,3.0,,,,462.0
Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,11.0
Washington,,,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,,,2.0,,,,,,,1.0,2.0,2.0,,,,2.0,2.0,,,,,,,,,,2.0,,5.0,,4.0,8.0,,,,,,,,,,,,,,,1.0,4.0,,2.0,,,1.0,,,,,,3.0,,,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,33.0,5.0,5.0,24.0,,,,1.0,1.0,,2.0,,,1.0,1.0,,,,,,1.0,2.0,,,,134.0
Webb,,1.0,,,,,2.0,1.0,3.0,5.0,1.0,,,,9.0,7.0,2.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,5.0,3.0,,1.0,,,8.0,,9.0,4.0,,,1.0,10.0,7.0,,1.0,1.0,,,1.0,,,,2.0,9.0,9.0,,3.0,27.0,,1.0,,,,,,,2.0,2.0,,,2.0,1.0,,4.0,,1.0,,,,,,,,9.0,24.0,,6.0,,,2.0,,,,,1.0,1.0,,2.0,,,,,7.0,,,,,6.0,4.0,4.0,15.0,,,1.0,5.0,,,1.0,,,1.0,,6.0,3.0,,,,,,3.0,,10.0,,,5.0,,,,,,,2.0,134.0,20.0,24.0,100.0,,,3.0,,,,4.0,,,14.0,,1.0,,4.0,,1.0,,7.0,,,,593.0
Wharton,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,4.0,1.0,,,,,,,,,,3.0,,1.0,,3.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,8.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,13.0,5.0,2.0,11.0,,,,,3.0,,,,,,,,,,,,,1.0,,,,72.0
Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0
Wichita,,,1.0,,,,,,,1.0,,,,,3.0,5.0,,,1.0,,,5.0,,1.0,9.0,,,,,,1.0,1.0,10.0,7.0,,,,13.0,11.0,,,,,,2.0,,,1.0,4.0,4.0,7.0,1.0,8.0,15.0,,,,,,,,,1.0,,,,6.0,,1.0,3.0,,1.0,1.0,,,,,,,3.0,13.0,,3.0,,3.0,,4.0,,,,1.0,,,1.0,,,,,2.0,,,,,,,,3.0,,,,1.0,,,,1.0,,,,1.0,7.0,,,,,,,2.0,2.0,,5.0,1.0,,,,,1.0,,,70.0,22.0,10.0,57.0,,,1.0,2.0,4.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,2.0,,,,351.0
Wilbarger,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,18.0
Willacy,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,5.0,,,5.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,26.0
Williamson,,8.0,15.0,2.0,,53.0,17.0,15.0,33.0,43.0,15.0,1.0,,,78.0,68.0,2.0,114.0,96.0,13.0,2.0,8.0,61.0,23.0,173.0,,,,4.0,5.0,97.0,11.0,146.0,219.0,1.0,,8.0,304.0,262.0,,,,,,28.0,,,13.0,62.0,35.0,144.0,10.0,107.0,270.0,1.0,26.0,,1.0,1.0,4.0,8.0,,4.0,5.0,,1.0,87.0,4.0,17.0,169.0,,42.0,17.0,7.0,9.0,4.0,,,12.0,62.0,179.0,,84.0,32.0,111.0,3.0,15.0,6.0,12.0,1.0,16.0,19.0,,38.0,12.0,,16.0,,54.0,,1.0,2.0,5.0,18.0,13.0,28.0,48.0,1.0,,12.0,18.0,2.0,,21.0,32.0,3.0,29.0,,89.0,351.0,,,,67.0,,23.0,13.0,58.0,1.0,149.0,86.0,,,8.0,,6.0,19.0,66.0,3308.0,605.0,445.0,5014.0,2.0,,46.0,33.0,167.0,1.0,98.0,,15.0,242.0,20.0,14.0,2.0,,6.0,22.0,72.0,100.0,,,1.0,15027.0
Wilson,,,,,,1.0,,,,,,,,,2.0,3.0,1.0,,2.0,1.0,,,1.0,,2.0,,,,,1.0,6.0,1.0,2.0,4.0,,,1.0,3.0,8.0,,,,,,1.0,,,,2.0,,4.0,,3.0,6.0,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,4.0,9.0,,,1.0,3.0,,,,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,1.0,2.0,,1.0,2.0,,,,,,,,37.0,7.0,6.0,35.0,,,,,4.0,,,,,1.0,1.0,,,,,,1.0,1.0,,,,183.0
Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0
Wise,,1.0,,,,1.0,,,2.0,1.0,,,,,1.0,1.0,,2.0,1.0,,,,1.0,1.0,4.0,,,,,1.0,2.0,1.0,1.0,10.0,1.0,,,13.0,3.0,,,,,1.0,,,,1.0,3.0,2.0,8.0,,9.0,10.0,,1.0,,1.0,,,,,,1.0,,1.0,4.0,,,4.0,,2.0,2.0,,,,,,1.0,4.0,6.0,,5.0,1.0,4.0,,1.0,,,,,1.0,,4.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,9.0,,,,1.0,,,1.0,1.0,,,3.0,,,,,,,3.0,60.0,17.0,8.0,27.0,,,,1.0,10.0,,,,,5.0,,,,,,1.0,1.0,3.0,,,,281.0
Wood,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,5.0,,,,4.0,3.0,,,,,,1.0,,,,,1.0,1.0,,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,5.0,,1.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,1.0,25.0,8.0,1.0,15.0,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,98.0
Yoakum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
Young,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,3.0,1.0,5.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,33.0
Zapata,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,12.0
Zavala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0
Cochran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasscock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMullen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schleicher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,2.0,133.0,263.0,43.0,14.0,1587.0,623.0,482.0,1064.0,1042.0,795.0,44.0,17.0,21.0,1636.0,1838.0,152.0,2038.0,2412.0,408.0,220.0,558.0,1509.0,373.0,2986.0,134.0,3.0,1.0,62.0,208.0,2309.0,262.0,3252.0,4951.0,8.0,214.0,161.0,5009.0,3787.0,1.0,29.0,24.0,5.0,25.0,519.0,1.0,52.0,259.0,1125.0,868.0,3426.0,145.0,2351.0,6902.0,2.0,670.0,2.0,114.0,128.0,187.0,102.0,8.0,300.0,407.0,3.0,18.0,1181.0,46.0,237.0,2995.0,15.0,985.0,694.0,66.0,91.0,73.0,13.0,5.0,318.0,3156.0,6716.0,41.0,2121.0,506.0,2304.0,69.0,387.0,157.0,286.0,196.0,310.0,562.0,16.0,718.0,252.0,4.0,720.0,3.0,672.0,6.0,5.0,58.0,99.0,846.0,463.0,869.0,1831.0,40.0,1.0,182.0,470.0,102.0,1.0,214.0,462.0,70.0,749.0,30.0,1223.0,4850.0,2.0,5.0,8.0,1498.0,12.0,991.0,532.0,2448.0,2514.0,3097.0,1837.0,34.0,1.0,202.0,1.0,82.0,371.0,1279.0,65326.0,16451.0,11102.0,69337.0,46.0,2.0,607.0,520.0,3041.0,22.0,1768.0,9.0,241.0,3703.0,574.0,339.0,78.0,11.0,60.0,994.0,1353.0,2313.0,2.0,2.0,1.0,289596.0
